Id	|	Name	|	Description	|	Power	|	Accuracy	|	PP	|	TypeId
565	|	Fell-Stinger	|	Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.	|	50	|	100	|	25	|	7
566	|	Phantom-Force	|	Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.  This move ignores the effects of detect and protect.  This move cannot be selected by sleep talk.	|	90	|	100	|	10	|	8
567	|	Trick-Or-Treat	|	Adds ghost to the target's types.	|		|	100	|	20	|	8
568	|	Noble-Roar	|	Lowers the target's Attack and Special Attack by one stage.	|		|	100	|	30	|	1
569	|	Ion-Deluge	|	Changes all Pokémon's normal moves to electric moves for the rest of the turn.	|		|		|	25	|	13
570	|	Parabolic-Charge	|	Heals the user for half the total damage dealt to all targets.	|	65	|	100	|	20	|	13
571	|	Forests-Curse	|	Adds grass to the target's types.	|		|	100	|	20	|	12
572	|	Petal-Blizzard	|	Inflicts regular damage.	|	90	|	100	|	15	|	12
573	|	Freeze-Dry	|	Inflicts regular damage.  This move is super-effective against the water type.  The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type.	|	70	|	100	|	20	|	15
574	|	Disarming-Voice	|	Inflicts regular damage.  Ignores accuracy and evasion.	|	40	|		|	15	|	18
575	|	Parting-Shot	|	Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.	|		|	100	|	20	|	17
576	|	Topsy-Turvy	|	Inverts the target's stat modifiers.	|		|		|	20	|	17
577	|	Draining-Kiss	|	Deals regular damage.  Drains 75% of the damage inflicted to heal the user.	|	50	|	100	|	10	|	18
578	|	Crafty-Shield	|	Protects all friendly Pokémon from non-damaging moves for the rest of the turn.  Unlike other blocking moves, this move may be used consecutively without its chance of success falling.	|		|		|	10	|	18
579	|	Flower-Shield	|	Raises the Defense of all grass Pokémon in battle.	|		|		|	10	|	18
580	|	Grassy-Terrain	|	For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.  Changes nature power to energy ball.	|		|		|	10	|	12
581	|	Misty-Terrain	|	For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.  Changes nature power to moonblast.	|		|		|	10	|	18
582	|	Electrify	|	Changes the target's move's type to electric if it hasn't moved yet this turn.	|		|		|	20	|	13
583	|	Play-Rough	|	Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.	|	90	|	90	|	10	|	18
584	|	Fairy-Wind	|	Inflicts regular damage.	|	40	|	100	|	30	|	18
585	|	Moonblast	|	Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage.	|	95	|	100	|	15	|	18
586	|	Boomburst	|	Inflicts regular damage.	|	140	|	100	|	10	|	1
587	|	Fairy-Lock	|	Prevents all Pokémon from fleeing or switching out during the next turn.	|		|		|	10	|	18
588	|	Kings-Shield	|	Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.	|		|		|	10	|	9
589	|	Play-Nice	|	Lowers the target's Attack by one stage.	|		|		|	20	|	1
590	|	Confide	|	Lowers the target's Special Attack by one stage.	|		|		|	20	|	1
591	|	Diamond-Storm	|	Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit.	|	100	|	95	|	5	|	6
592	|	Steam-Eruption	|	Inflicts regular damage.  Has a 30% chance to burn the target.	|	110	|	95	|	5	|	11
593	|	Hyperspace-Hole	|	Inflicts regular damage.  Bypasses and removes any protection effect on the target.	|	80	|		|	5	|	14
594	|	Water-Shuriken	|	Inflicts regular damage.  Hits 2–5 times.	|	15	|	100	|	20	|	11
595	|	Mystical-Fire	|	Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.	|	75	|	100	|	10	|	10
596	|	Spiky-Shield	|	Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.	|		|		|	10	|	12
597	|	Aromatic-Mist	|	Raises a selected ally's Special Defense by one stage.	|		|		|	20	|	18
598	|	Eerie-Impulse	|	Lowers the target's Special Attack by two stages.	|		|	100	|	15	|	13
599	|	Venom-Drench	|	Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.	|		|	100	|	20	|	4
600	|	Powder	|	Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.	|		|	100	|	20	|	7
601	|	Geomancy	|	Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.	|		|		|	10	|	18
602	|	Magnetic-Flux	|	Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.	|		|		|	20	|	13
603	|	Happy-Hour	|	Doubles prize money.  Stacks with a held item.  Only works once per battle.	|		|		|	30	|	1
604	|	Electric-Terrain	|	For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.  Changes nature power to thunderbolt.	|		|		|	10	|	13
605	|	Dazzling-Gleam	|	Inflicts regular damage.	|	80	|	100	|	10	|	18
606	|	Celebrate	|	Does nothing.	|		|		|	40	|	1
607	|	Hold-Hands	|	Does nothing.	|		|		|	40	|	1
608	|	Baby-Doll-Eyes	|	Lowers the target's Attack by one stage.	|		|	100	|	30	|	18
609	|	Nuzzle	|	Inflicts regular damage.  Has a 100% chance to paralyze the target.	|	20	|	100	|	20	|	13
610	|	Hold-Back	|	Inflicts regular damage.  Will not reduce the target's HP below 1.	|	40	|	100	|	40	|	1
611	|	Infestation	|	Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.	|	20	|	100	|	20	|	7
612	|	Power-Up-Punch	|	Inflicts regular damage.  Raises the user's Attack by one stage.	|	40	|	100	|	20	|	2
613	|	Oblivion-Wing	|	Deals regular damage.  Drains 75% of the damage inflicted to heal the user.	|	80	|	100	|	10	|	3
614	|	Thousand-Arrows	|	Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.	|	90	|	100	|	10	|	5
615	|	Thousand-Waves	|	Inflicts regular damage.  Traps the target.	|	90	|	100	|	10	|	5
616	|	Lands-Wrath	|	Inflicts regular damage.	|	90	|	100	|	10	|	5
617	|	Light-Of-Ruin	|	Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.	|	140	|	90	|	5	|	18
618	|	Origin-Pulse	|	Inflicts regular damage.	|	110	|	85	|	10	|	11
619	|	Precipice-Blades	|	Inflicts regular damage.	|	120	|	85	|	10	|	5
620	|	Dragon-Ascent	|	Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each.	|	120	|	100	|	5	|	3
621	|	Hyperspace-Fury	|	Inflicts regular damage.  Bypasses and removes any protection effect on the target.	|	100	|		|	5	|	17
622	|	Breakneck-Blitz--Physical	|	Inflicts regular damage.	|		|		|	1	|	1
623	|	Breakneck-Blitz--Special	|	Inflicts regular damage.	|		|		|	1	|	1
624	|	All-Out-Pummeling--Physical	|	Inflicts regular damage.	|		|		|	1	|	2
625	|	All-Out-Pummeling--Special	|	Inflicts regular damage.	|		|		|	1	|	2
626	|	Supersonic-Skystrike--Physical	|	Inflicts regular damage.	|		|		|	1	|	3
627	|	Supersonic-Skystrike--Special	|	Inflicts regular damage.	|		|		|	1	|	3
628	|	Acid-Downpour--Physical	|	Inflicts regular damage.	|		|		|	1	|	4
629	|	Acid-Downpour--Special	|	Inflicts regular damage.	|		|		|	1	|	4
630	|	Tectonic-Rage--Physical	|	Inflicts regular damage.	|		|		|	1	|	5
631	|	Tectonic-Rage--Special	|	Inflicts regular damage.	|		|		|	1	|	5
632	|	Continental-Crush--Physical	|	Inflicts regular damage.	|		|		|	1	|	6
633	|	Continental-Crush--Special	|	Inflicts regular damage.	|		|		|	1	|	6
634	|	Savage-Spin-Out--Physical	|	Inflicts regular damage.	|		|		|	1	|	7
635	|	Savage-Spin-Out--Special	|	Inflicts regular damage.	|		|		|	1	|	7
636	|	Never-Ending-Nightmare--Physical	|	Inflicts regular damage.	|		|		|	1	|	8
637	|	Never-Ending-Nightmare--Special	|	Inflicts regular damage.	|		|		|	1	|	8
638	|	Corkscrew-Crash--Physical	|	Inflicts regular damage.	|		|		|	1	|	9
639	|	Corkscrew-Crash--Special	|	Inflicts regular damage.	|		|		|	1	|	9
640	|	Inferno-Overdrive--Physical	|	Inflicts regular damage.	|		|		|	1	|	10
641	|	Inferno-Overdrive--Special	|	Inflicts regular damage.	|		|		|	1	|	10
642	|	Hydro-Vortex--Physical	|	Inflicts regular damage.	|		|		|	1	|	11
643	|	Hydro-Vortex--Special	|	Inflicts regular damage.	|		|		|	1	|	11
644	|	Bloom-Doom--Physical	|	Inflicts regular damage.	|		|		|	1	|	12
645	|	Bloom-Doom--Special	|	Inflicts regular damage.	|		|		|	1	|	12
646	|	Gigavolt-Havoc--Physical	|	Inflicts regular damage.	|		|		|	1	|	13
647	|	Gigavolt-Havoc--Special	|	Inflicts regular damage.	|		|		|	1	|	13
648	|	Shattered-Psyche--Physical	|	Inflicts regular damage.	|		|		|	1	|	14
649	|	Shattered-Psyche--Special	|	Inflicts regular damage.	|		|		|	1	|	14
650	|	Subzero-Slammer--Physical	|	Inflicts regular damage.	|		|		|	1	|	15
651	|	Subzero-Slammer--Special	|	Inflicts regular damage.	|		|		|	1	|	15
652	|	Devastating-Drake--Physical	|	Inflicts regular damage.	|		|		|	1	|	16
653	|	Devastating-Drake--Special	|	Inflicts regular damage.	|		|		|	1	|	16
654	|	Black-Hole-Eclipse--Physical	|	Inflicts regular damage.	|		|		|	1	|	17
655	|	Black-Hole-Eclipse--Special	|	Inflicts regular damage.	|		|		|	1	|	17
656	|	Twinkle-Tackle--Physical	|	Inflicts regular damage.	|		|		|	1	|	18
657	|	Twinkle-Tackle--Special	|	Inflicts regular damage.	|		|		|	1	|	18
658	|	Catastropika	|	Inflicts regular damage.	|	210	|		|	1	|	13
659	|	Shore-Up	|	Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔.	|		|		|	5	|	5
660	|	First-Impression	|	Inflicts regular damage. Can only be used on the user's first turn after entering the field.	|	90	|	100	|	10	|	7
661	|	Baneful-Bunker	|	Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move.	|		|		|	10	|	4
662	|	Spirit-Shackle	|	Inflicts regular damage.  Traps the target.	|	80	|	100	|	10	|	8
663	|	Darkest-Lariat	|	Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.	|	85	|	100	|	10	|	17
664	|	Sparkling-Aria	|	Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed.	|	90	|	100	|	10	|	11
665	|	Ice-Hammer	|	Inflicts regular damage, then lowers the user's Speed by one stage.	|	100	|	90	|	10	|	15
666	|	Floral-Healing	|	Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead.	|		|		|	10	|	18
667	|	High-Horsepower	|	Inflicts regular damage.	|	95	|	95	|	10	|	5
668	|	Strength-Sap	|	Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.  If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed.	|		|	100	|	10	|	12
669	|	Solar-Blade	|	Inflicts regular damage.  User charges for one turn before attacking.  During sunny day, the charge turn is skipped.  During hail, rain dance, or sandstorm, power is halved.  This move cannot be selected by sleep talk.	|	125	|	100	|	10	|	12
670	|	Leafage	|	Inflicts regular damage.	|	40	|	100	|	40	|	12
671	|	Spotlight	|	For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.	|		|		|	15	|	1
672	|	Toxic-Thread	|	Poisons the target and lowers its Speed by one stage.	|		|	100	|	20	|	4
673	|	Laser-Focus	|	The user's next move will result in a critical hit.	|		|		|	30	|	1
674	|	Gear-Up	|	Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.	|		|		|	20	|	9
675	|	Throat-Chop	|	Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.	|	80	|	100	|	15	|	17
676	|	Pollen-Puff	|	If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.	|	90	|	100	|	15	|	7
677	|	Anchor-Shot	|	Inflicts regular damage.  Traps the target.	|	80	|	100	|	20	|	9
678	|	Psychic-Terrain	|	Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.  All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.  If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.	|		|		|	10	|	14
