DexId	|	Name	|	Height	|	Weight	|	Catch_rate	|	Growth_rate	|	Gender_rate	|	Is_baby	|	Is_legendary	|	Is_mythic	|	HP	|	Atk	|	Def	|	SpAtk	|	SpDef	|	Spd	|	ImageId	|	PreviousStageId
979	|	Annihilape	|	12	|	560	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	110	|	115	|	80	|	50	|	90	|	90	|	979	|	57
980	|	Clodsire	|	18	|	2230	|	90	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	130	|	75	|	60	|	45	|	100	|	20	|	980	|	194
981	|	Farigiraf	|	32	|	1600	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	120	|	90	|	70	|	110	|	70	|	60	|	981	|	203
982	|	Dudunsparce	|	36	|	392	|	45	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	125	|	100	|	80	|	85	|	75	|	55	|	982	|	206
983	|	Kingambit	|	20	|	1200	|	25	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	100	|	135	|	120	|	60	|	85	|	50	|	983	|	625
984	|	Great-Tusk	|	22	|	3200	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	115	|	131	|	131	|	53	|	53	|	87	|	984	|	
985	|	Scream-Tail	|	12	|	80	|	50	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	115	|	65	|	99	|	65	|	115	|	111	|	985	|	
986	|	Brute-Bonnet	|	12	|	210	|	50	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	111	|	127	|	99	|	79	|	99	|	55	|	986	|	
987	|	Flutter-Mane	|	14	|	40	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	55	|	55	|	55	|	135	|	135	|	135	|	987	|	
988	|	Slither-Wing	|	32	|	920	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	85	|	135	|	79	|	85	|	105	|	81	|	988	|	
989	|	Sandy-Shocks	|	23	|	600	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	85	|	81	|	97	|	121	|	85	|	101	|	989	|	
990	|	Iron-Treads	|	9	|	2400	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	112	|	120	|	72	|	70	|	106	|	990	|	
991	|	Iron-Bundle	|	6	|	110	|	50	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	56	|	80	|	114	|	124	|	60	|	136	|	991	|	
992	|	Iron-Hands	|	18	|	3807	|	50	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	154	|	140	|	108	|	50	|	68	|	50	|	992	|	
993	|	Iron-Jugulis	|	13	|	1110	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	94	|	80	|	86	|	122	|	80	|	108	|	993	|	
994	|	Iron-Moth	|	12	|	360	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	80	|	70	|	60	|	140	|	110	|	110	|	994	|	
995	|	Iron-Thorns	|	16	|	3030	|	30	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	100	|	134	|	110	|	70	|	84	|	72	|	995	|	
996	|	Frigibax	|	5	|	170	|	45	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	65	|	75	|	45	|	35	|	45	|	55	|	996	|	
997	|	Arctibax	|	8	|	300	|	25	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	95	|	66	|	45	|	65	|	62	|	997	|	996
998	|	Baxcalibur	|	21	|	2100	|	10	|	slow	|	4	|	FALSE	|	FALSE	|	FALSE	|	115	|	145	|	92	|	75	|	86	|	87	|	998	|	997
999	|	Gimmighoul	|	3	|	50	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	45	|	30	|	70	|	75	|	70	|	10	|	999	|	
1000	|	Gholdengo	|	12	|	300	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	87	|	60	|	95	|	133	|	91	|	84	|	1000	|	999
1001	|	Wo-Chien	|	15	|	742	|	6	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	85	|	85	|	100	|	95	|	135	|	70	|	1001	|	
1002	|	Chien-Pao	|	19	|	1522	|	6	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	120	|	80	|	90	|	65	|	135	|	1002	|	
1003	|	Ting-Lu	|	27	|	6997	|	6	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	155	|	110	|	125	|	55	|	80	|	45	|	1003	|	
1004	|	Chi-Yu	|	4	|	49	|	6	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	55	|	80	|	80	|	135	|	120	|	100	|	1004	|	
1005	|	Roaring-Moon	|	20	|	3800	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	105	|	139	|	71	|	55	|	101	|	119	|	1005	|	
1006	|	Iron-Valiant	|	14	|	350	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	74	|	130	|	90	|	120	|	60	|	116	|	1006	|	
1007	|	Koraidon	|	25	|	3030	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	135	|	115	|	85	|	100	|	135	|	1007	|	
1008	|	Miraidon	|	35	|	2400	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	100	|	85	|	100	|	135	|	115	|	135	|	1008	|	
1009	|	Walking-Wake	|	35	|	2800	|	5	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	99	|	83	|	91	|	125	|	83	|	109	|	1009	|	
1010	|	Iron-Leaves	|	15	|	1250	|	5	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	130	|	88	|	70	|	108	|	104	|	1010	|	
1011	|	Dipplin	|	4	|	97	|	45	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	80	|	80	|	110	|	95	|	80	|	40	|	1011	|	840
1012	|	Poltchageist	|	1	|	11	|	120	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	40	|	45	|	45	|	74	|	54	|	50	|	1012	|	
1013	|	Sinistcha	|	2	|	22	|	60	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	71	|	60	|	106	|	121	|	80	|	70	|	1013	|	1012
1014	|	Okidogi	|	18	|	922	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	88	|	128	|	115	|	58	|	86	|	80	|	1014	|	
1015	|	Munkidori	|	10	|	122	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	88	|	75	|	66	|	130	|	90	|	106	|	1015	|	
1016	|	Fezandipiti	|	14	|	301	|	3	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	88	|	91	|	82	|	70	|	125	|	99	|	1016	|	
1017	|	Ogerpon	|	12	|	398	|	5	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	80	|	120	|	84	|	60	|	96	|	110	|	1017	|	
1018	|	Archaludon	|	20	|	600	|	10	|	medium	|	4	|	FALSE	|	FALSE	|	FALSE	|	90	|	105	|	130	|	125	|	65	|	85	|	1018	|	884
1019	|	Hydrapple	|	18	|	930	|	10	|	slow-then-very-fast	|	4	|	FALSE	|	FALSE	|	FALSE	|	106	|	80	|	110	|	120	|	80	|	44	|	1019	|	1011
1020	|	Gouging-Fire	|	35	|	5900	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	105	|	115	|	121	|	65	|	93	|	91	|	1020	|	
1021	|	Raging-Bolt	|	52	|	4800	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	125	|	73	|	91	|	137	|	89	|	75	|	1021	|	
1022	|	Iron-Boulder	|	15	|	1625	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	120	|	80	|	68	|	108	|	124	|	1022	|	
1023	|	Iron-Crown	|	16	|	1560	|	10	|	slow	|	-1	|	FALSE	|	FALSE	|	FALSE	|	90	|	72	|	100	|	122	|	108	|	98	|	1023	|	
1024	|	Terapagos	|	2	|	65	|	255	|	slow	|	-1	|	FALSE	|	TRUE	|	FALSE	|	90	|	65	|	85	|	65	|	85	|	60	|	1024	|	
1025	|	Pecharunt	|	3	|	3	|	3	|	slow	|	-1	|	FALSE	|	FALSE	|	TRUE	|	88	|	88	|	160	|	88	|	88	|	88	|	1025	|	
